PType,Name,Radius(m),Mass(Kg),Volume(m^3),Density(Kg/m^3),Log Density,Log Radius,Log D/Log R,Mean,Median,Std. Dev.
P,WASP-87 b,99013624.4,4.13892E+27,,,,,0.3761666812,,,
P,WASP-3 b,99013624.4,3.34139E+27,,,,,0.3645404279,,,
P,Kepler-91 b,98943465.3,1.6707E+27,,,,,0.3270195116,,,
P,HATS-70 b,98943465.3,2.44918E+28,,,,,0.4728690084,,,
P,HATS-12 b,98943465.3,4.53763E+27,,,,,0.3812922281,,,
P,HATS-52 b,98803147.1,4.25284E+27,,,,,0.3780318642,,,
P,Kepler-8 b,98732988,1.12017E+27,,,,,0.3056875499,,,
P,HATS-3 b,98732988,2.08845E+27,,,,,0.3395285593,,,
P,HATS-3 b,98732988,2.03339E+27,,,,,0.3380771529,,,
P,HATS-3 b,98732988,2.03331E+27,,,,,0.3380749297,,,
P,WASP-77 A b,98656450.8,4.34777E+27,,,,,0.3795038546,,,
P,WASP-24 b,98656450.8,2.35425E+27,,,,,0.3461776581,,,
P,WASP-159 b,98656450.8,1.04422E+27,,,,,0.3020128528,,,
P,WASP-14 b,98656450.8,1.67835E+28,,,,,0.4528848371,,,
P,WASP-136 b,98656450.8,2.86687E+27,,,,,0.3568799247,,,
P,TOI-150.01,98656450.8,3.32253E+27,,,,,0.3648934468,,,
P,HD 209458 b,98656450.8,1.35559E+27,,,,,0.3161902037,,,
P,HAT-P-9 b,98656450.8,1.4771E+27,,,,,0.3208538014,,,
P,WASP-15 b,98586291.7,1.04612E+27,,,,,0.3022391636,,,
P,OGLE-TR-56 b,98516132.6,2.63893E+27,,,,,0.3526382907,,,
P,K2-34 b,98445973.5,3.2238E+27,,,,,0.3636449697,,,
P,WASP-19 b,98375814.4,2.21186E+27,,,,,0.3433055991,,,
P,WASP-7 b,98229118.1,1.86062E+27,,,,,0.3341801142,,,
P,TOI-778 b,98222740,5.24482E+27,,,,,0.3905058941,,,
P,XO-7 b,98158959,1.3461E+27,,,,,0.3167193454,,,
P,WASP-4 b,98018640.8,2.44728E+27,,,,,0.3494633257,,,
P,WASP-58 b,97967616,1.68969E+27,,,,,0.3294261364,,,
P,WASP-58 b,97942103.6,1.70683E+27,,,,,0.3300217639,,,
P,WASP-127 b,97942103.6,3.41746E+26,,,,,0.2426121958,,,
P,KELT-11 b,97942103.6,3.70225E+26,,,,,0.2469623696,,,
P,HAT-P-23 b,97942103.6,3.96805E+27,,,,,0.3758718448,,,
P,HAT-P-23 b,97801785.4,3.74022E+27,,,,,0.3729210227,,,
P,HAT-P-23 b,97801785.4,3.96789E+27,,,,,0.3761326417,,,
P,Kepler-91 b,97731626.3,1.53786E+27,,,,,0.3247447624,,,
P,HAT-P-4 b,97731626.3,1.05562E+27,,,,,0.3042930091,,,
P,WASP-4 b,97514770.9,2.37134E+27,,,,,0.3486880826,,,
P,WTS-2 b,97444611.8,2.12642E+27,,,,,0.3428927261,,,
P,WTS-2 b,97444611.8,2.41121E+27,,,,,0.3497255403,,,
P,WASP-7 b,97444611.8,1.82265E+27,,,,,0.334512601,,,
P,WASP-7 b,97444611.8,2.05617E+27,,,,,0.3410664639,,,
P,TOI-2818 b,97444611.8,1.34799E+27,,,,,0.3181126723,,,
P,OGLE-TR-56 b,97444611.8,6.26534E+27,,,,,0.4016372677,,,
P,OGLE-TR-56 b,97444611.8,2.63896E+27,,,,,0.3546321368,,,
P,HAT-P-7 b,97444611.8,3.37175E+27,,,,,0.367953745,,,
P,WASP-74 b,97227756.4,1.36698E+27,,,,,0.3192752985,,,
P,TrES-2 b,97227756.4,2.8289E+27,,,,,0.3588173697,,,
P,TOI-1516 b,97227756.4,5.99951E+27,,,,,0.3996920833,,,
P,OGLE-TR-211 b,97227756.4,1.95546E+27,,,,,0.338740793,,,
P,Kepler-76 b,97227756.4,3.81616E+27,,,,,0.3750934342,,,
P,KELT-24 b,97227756.4,7.97404E+27,,,,,0.415160968,,,
P,HD 209458 b,97227756.4,1.31003E+27,,,,,0.3169613412,,,
P,HAT-P-1 b,97227756.4,1.00625E+27,,,,,0.3026177972,,,
P,HD 209458 b,97157597.3,1.30048E+27,,,,,0.3166937086,,,
P,HD 209458 b,97157597.3,1.29484E+27,,,,,0.3164574454,,,
P,WASP-4 b,97017279.1,2.34855E+27,,,,,0.3490944694,,,
P,HAT-P-36 b,97017279.1,3.65478E+27,,,,,0.3731416289,,,
P,WASP-28 b,96800423.7,1.70676E+27,,,,,0.3321428254,,,
P,KELT-2 A b,96513409.2,3.2276E+27,,,,,0.367336235,,,
P,KELT-11 b,96513409.2,3.24659E+26,,,,,0.2424139655,,,
P,K2-34 b,96513409.2,3.34152E+27,,,,,0.369222838,,,
P,HATS-12 b,96513409.2,4.51864E+27,,,,,0.3856374977,,,
P,HAT-P-34 b,96513409.2,1.33091E+28,,,,,0.4443933259,,,
P,CoRoT-12 b,96513409.2,1.68405E+27,,,,,0.3319524039,,,
P,TOI-2109 b,96296553.8,9.53087E+27,,,,,0.4266505257,,,
P,KELT-3 b,96156235.6,2.8041E+27,,,,,0.3603633044,,,
P,KELT-3 b,96156235.6,2.80611E+27,,,,,0.3604024325,,,
P,CoRoT-12 b,96086076.5,1.65747E+27,,,,,0.3318912653,,,
P,HAT-P-7 b,95945758.3,3.37175E+27,,,,,0.3707942813,,,
P,WASP-4 b,95869221.1,2.37324E+27,,,,,0.351832586,,,
P,Kepler-412 b,95869221.1,1.78657E+27,,,,,0.3363821543,,,
P,XO-4 b,95799062,3.06053E+27,,,,,0.3658052292,,,
P,WASP-62 b,95799062,1.10118E+27,,,,,0.3101835089,,,
P,HATS-53 b,95799062,1.12966E+27,,,,,0.3115728674,,,
P,HAT-P-30 b,95799062,1.41635E+27,,,,,0.3238792721,,,
P,HAT-P-30 b,95799062,1.34984E+27,,,,,0.3212623283,,,
P,WASP-114 b,95728902.9,3.3586E+27,,,,,0.370996745,,,
P,HATS-18 b,95582206.6,3.75921E+27,,,,,0.3774102941,,,
P,HAT-P-4 b,95582206.6,1.29104E+27,,,,,0.3192480951,,,
P,TrES-3 b,95512047.5,3.62615E+27,,,,,0.3755841324,,,
P,TrES-3 b,95512047.5,3.41936E+27,,,,,0.3723884722,,,
P,WASP-55 b,95441888.4,1.19042E+27,,,,,0.3150971328,,,
P,WASP-39 b,95225033,5.37301E+26,,,,,0.2722074446,,,
P,HAT-P-58 b,95225033,7.06272E+26,,,,,0.2870912698,,,
P,HAT-P-4 b,95225033,1.29101E+27,,,,,0.3199233878,,,
P,HAT-P-35 b,95225033,2.00491E+27,,,,,0.3438825067,,,
P,HAT-P-35 b,95225033,2.00103E+27,,,,,0.3437770736,,,
P,XO-4 b,95097471,3.37933E+27,,,,,0.3725459431,,,
P,WASP-7 b,95084714.8,1.82265E+27,,,,,0.3389626472,,,
P,WASP-63 b,95084714.8,6.43622E+26,,,,,0.2822986635,,,
P,WASP-55 b,95084714.8,1.15814E+27,,,,,0.3142774297,,,
P,WASP-4 b,95084714.8,2.30868E+27,,,,,0.3518306489,,,
P,WASP-4 b,95084714.8,2.24034E+27,,,,,0.3501947268,,,
P,WASP-4 b,95084714.8,2.22135E+27,,,,,0.349731441,,,
P,WASP-36 b,95084714.8,4.35726E+27,,,,,0.3864063931,,,
P,WASP-184 b,95084714.8,1.0822E+27,,,,,0.3105854555,,,
P,WASP-100 b,95084714.8,2.39222E+27,,,,,0.3537655644,,,
P,NGTS-21 b,95084714.8,4.48065E+27,,,,,0.3879264442,,,
P,NGTS-1 b,95084714.8,1.54165E+27,,,,,0.3298483084,,,
P,Kepler-17 b,95084714.8,4.68952E+27,,,,,0.3904066213,,,
P,HATS-41 b,95084714.8,1.84163E+28,,,,,0.4648697119,,,
P,HAT-P-6 b,95084714.8,2.01061E+27,,,,,0.3443053566,,,
P,HAT-P-6 b,95084714.8,2.00672E+27,,,,,0.3442001346,,,
P,HAT-P-6 b,95084714.8,2.09984E+27,,,,,0.3466692204,,,
P,HATS-18 b,95014555.7,3.75826E+27,,,,,0.3784917185,,,
P,WASP-36 b,94867859.4,4.48257E+27,,,,,0.388370922,,,
P,NGTS-6 b,94797700.3,2.54221E+27,,,,,0.3576284192,,,
P,Kepler-412 b,94727541.2,1.7827E+27,,,,,0.3384403243,,,
P,Kepler-412 b,94727541.2,1.75999E+27,,,,,0.3377422897,,,
P,Kepler-6 b,94587223,1.2701E+27,,,,,0.320248975,,,
P,KELT-23 A b,94587223,1.78088E+27,,,,,0.3386540325,,,
P,Gaia-2 b,94510685.8,1.55114E+27,,,,,0.3312802806,,,
P,WASP-4 b,94440526.7,2.25173E+27,,,,,0.3517111214,,,
P,Kepler-74 b,94395880,1.29101E+27,,,,,0.32150451,,,
P,WASP-68 b,94370367.6,2.05048E+27,,,,,0.3467481155,,,
P,WASP-62 b,94370367.6,9.87266E+26,,,,,0.3069453627,,,
P,WASP-35 b,94370367.6,1.36693E+27,,,,,0.3246649672,,,
P,WASP-35 b,94370367.6,1.33091E+27,,,,,0.3232108609,,,
P,WASP-26 b,94370367.6,1.93655E+27,,,,,0.3436351042,,,
P,WASP-26 b,94370367.6,1.97074E+27,,,,,0.3445880206,,,
P,TrES-3 b,94370367.6,3.62615E+27,,,,,0.3777947129,,,
P,HAT-P-1 b,94370367.6,1.00625E+27,,,,,0.3079826914,,,
P,HAT-P-1 b,94300208.5,9.96759E+26,,,,,0.3076004601,,,
P,HAT-P-1 b,94300208.5,1.00435E+27,,,,,0.3080138232,,,
P,WASP-123 b,94223671.3,1.70683E+27,,,,,0.3370413981,,,
P,HAT-P-53 b,94223671.3,2.81751E+27,,,,,0.364338845,,,
P,HAT-P-53 b,94223671.3,2.80422E+27,,,,,0.3640813375,,,
P,HAT-P-24 b,94083353.1,1.30053E+27,,,,,0.3225046094,,,
P,TrES-3 b,93796338.6,3.67947E+27,,,,,0.3797124874,,,
P,WASP-127 b,93726179.5,3.12698E+26,,,,,0.2455453357,,,
P,WASP-46 b,93656020.4,3.98877E+27,,,,,0.3843855669,,,
P,WASP-3 b,93656020.4,3.34152E+27,,,,,0.3747393347,,,
P,WASP-19 b,93656020.4,2.19667E+27,,,,,0.3518856067,,,
P,TrES-3 b,93656020.4,3.60542E+27,,,,,0.3788806066,,,
P,Kepler-17 b,93656020.4,4.4427E+27,,,,,0.3902574474,,,
P,K2-97 b,93656020.4,9.11323E+26,,,,,0.3039535474,,,
P,K2-97 b,93656020.4,9.11323E+26,,,,,0.3039535474,,,
P,K2-97 b,93656020.4,2.08845E+27,,,,,0.3491332294,,,
P,CoRoT-18 b,93656020.4,6.56912E+27,,,,,0.4115657935,,,
P,BD+60 1417 b,93656020.4,2.84787E+28,,,,,0.4914767426,,,
P,Kepler-17 b,93630508,4.65134E+27,,,,,0.3928081455,,,
P,CoRoT-18 b,93630508,6.58781E+27,,,,,0.4117711904,,,
P,TrES-3 b,93298846.8,3.62631E+27,,,,,0.3798988657,,,
P,WASP-169 b,93228687.7,1.06511E+27,,,,,0.3132744884,,,
P,Kepler-6 b,93228687.7,1.26826E+27,,,,,0.3227873976,,,
P,HAT-P-36 b,93228687.7,3.51619E+27,,,,,0.3783569773,,,
P,WASP-24 b,93152150.5,2.10554E+27,,,,,0.3505618884,,,
P,WASP-18 b,93120260,1.93646E+28,,,,,0.4715481211,,,
P,HATS-1 b,93081991.4,3.52174E+27,,,,,0.3787328462,,,
P,HATS-1 b,93081991.4,3.32253E+27,,,,,0.3755595329,,,
P,XO-1 b,92941673.2,1.70873E+27,,,,,0.3395936228,,,
P,WASP-55 b,92941673.2,1.08409E+27,,,,,0.3147942778,,,
P,WASP-55 b,92941673.2,1.08215E+27,,,,,0.3146963046,,,
P,WASP-35 b,92941673.2,1.348E+27,,,,,0.3266692452,,,
P,WASP-24 b,92941673.2,2.0125E+27,,,,,0.348511981,,,
P,WASP-174 b,92941673.2,2.46817E+27,,,,,0.3596358698,,,
P,WASP-135 b,92941673.2,3.60732E+27,,,,,0.3803193406,,,
P,VHS J125601.92-125723.9 b,92941673.2,2.2783E+28,,,,,0.4807716905,,,
P,TOI-1181 b,92941673.2,2.24032E+27,,,,,0.3543569528,,,
P,TOI-1107 b,92941673.2,6.36024E+27,,,,,0.4112282916,,,
P,PDS 70 b,92941673.2,1.51887E+28,,,,,0.4586727409,,,
P,OGLE-TR-56 b,92941673.2,1.70873E+27,,,,,0.3395936228,,,
P,OGLE-TR-56 b,92941673.2,2.44918E+27,,,,,0.3592149921,,,
P,NGTS-16 b,92941673.2,1.26635E+27,,,,,0.3232638776,,,
P,Kepler-91 b,92941673.2,1.44286E+27,,,,,0.3303759527,,,
P,KELT-6 b,92941673.2,9.87266E+26,,,,,0.3096949189,,,
P,K2-238 b,92941673.2,1.63279E+27,,,,,0.3371157693,,,
P,K2-132 b,92941673.2,9.30309E+26,,,,,0.3064561411,,,
P,K2-132 b,92941673.2,9.30309E+26,,,,,0.3064561411,,,
P,HATS-16 b,92941673.2,6.20839E+27,,,,,0.4099111984,,,
P,HAT-P-24 b,92941673.2,1.42394E+27,,,,,0.3296564799,,,
P,CoRoT-21 b,92941673.2,4.29081E+27,,,,,0.3897762743,,,
P,CoRoT-21 b,92941673.2,4.21487E+27,,,,,0.3888029736,,,
P,WASP-24 b,92935295.1,2.03331E+27,,,,,0.3490849642,,,
P,TrES-3 b,92584499.6,3.64529E+27,,,,,0.381599722,,,
P,WASP-3 b,92482450,3.34137E+27,,,,,0.3770570246,,,
P,HAT-P-51 b,92437803.3,5.86664E+26,,,,,0.2822990837,,,
P,HAT-P-51 b,92437803.3,5.90461E+26,,,,,0.2826508239,,,
P,XO-4 b,92227326,2.88775E+27,,,,,0.3696101276,,,
P,WASP-72 b,92227326,4.36676E+27,,,,,0.3921590024,,,
P,TOI-2583 A b,92227326,4.74645E+26,,,,,0.2711537292,,,
P,Kepler-41 b,92227326,1.0746E+27,,,,,0.3157092677,,,
P,Kepler-41 b,92227326,1.06318E+27,,,,,0.3151266941,,,
P,KELT-2 A b,92227326,2.89915E+27,,,,,0.3698247985,,,
P,K2-99 b,92227326,1.84163E+27,,,,,0.3450827048,,,
P,HD 203030 b,92227326,2.08844E+28,,,,,0.4774916643,,,
P,HAT-P-16 b,92227326,7.96078E+27,,,,,0.4249024579,,,
P,CoRoT-19 b,92227326,2.19287E+27,,,,,0.3546007947,,,
P,CoRoT-19 b,92227326,2.10737E+27,,,,,0.3524321543,,,
P,Kepler-15 b,92150788.8,1.32142E+27,,,,,0.3271335041,,,
P,HAT-P-16 b,92150788.8,8.01395E+27,,,,,0.425420428,,,
P,HAT-P-16 b,92150788.8,7.96045E+27,,,,,0.4250552071,,,
P,HAT-P-50 b,92080629.7,2.5631E+27,,,,,0.3633990696,,,
P,HAT-P-50 b,92080629.7,2.58018E+27,,,,,0.3637614036,,,
P,XO-4 b,92010470.6,2.93712E+27,,,,,0.3709670202,,,
P,TOI-157 b,91940311.5,2.24034E+27,,,,,0.356338844,,,
P,KELT-2 A b,91940311.5,2.88953E+27,,,,,0.3702164572,,,
P,HATS-45 b,91940311.5,1.32901E+27,,,,,0.3278609389,,,
P,WASP-173 A b,91870152.4,6.5881E+27,,,,,0.4153053041,,,
P,Qatar-8 b,91870152.4,7.04377E+26,,,,,0.2933745876,,,
P,HAT-P-46 b,91793615.2,9.35968E+26,,,,,0.3090283444,,,
P,TOI-2236 b,91653297,2.99976E+27,,,,,0.3728331869,,,
P,WASP-14 b,91589516,1.39364E+28,,,,,0.4567439616,,,
P,WASP-36 b,91583137.9,4.35916E+27,,,,,0.3933610034,,,
P,WASP-36 b,91583137.9,4.34018E+27,,,,,0.3931229098,,,
P,WASP-36 b,91583137.9,4.37227E+27,,,,,0.3935247805,,,
P,WASP-26 b,91583137.9,1.95166E+27,,,,,0.3495270692,,,
P,WASP-14 b,91583137.9,1.37078E+28,,,,,0.455854955,,,
P,TOI-2152 A b,91583137.9,5.37298E+27,,,,,0.4047669917,,,
P,HAT-P-43 b,91583137.9,1.25682E+27,,,,,0.3255207783,,,
P,HAT-P-43 b,91583137.9,1.38597E+27,,,,,0.3308565379,,,
P,HAT-P-13 b,91583137.9,1.67645E+27,,,,,0.3412358092,,,
P,HAT-P-13 b,91583137.9,1.61943E+27,,,,,0.3393481395,,,
P,WASP-20 b,91512978.8,7.17667E+26,,,,,0.2950940461,,,
P,WASP-10 b,91512978.8,5.61982E+27,,,,,0.4073595556,,,
P,HAT-P-42 b,91512978.8,1.67076E+27,,,,,0.3411898409,,,
P,HAT-P-42 b,91512978.8,1.98205E+27,,,,,0.3505097293,,,
P,WASP-39 b,91436441.6,5.33504E+26,,,,,0.279067641,,,
P,HAT-P-36 b,91296123.4,3.50897E+27,,,,,0.3821057204,,,
P,Kepler-30 c,91206830,1.72772E+28,,,,,0.4692573976,,,
P,TOI-3912 b,91079268,7.70823E+26,,,,,0.2998469497,,,
P,HAT-P-4 b,91079268,1.23598E+27,,,,,0.325609776,,,
P,HAT-P-4 b,91079268,1.2739E+27,,,,,0.3272585578,,,
P,TrES-2 b,90938949.8,2.27654E+27,,,,,0.3592193118,,,
P,KELT-24 b,90938949.8,9.83469E+27,,,,,0.4390667381,,,
P,HAT-P-13 b,90938949.8,1.61563E+27,,,,,0.3405062357,,,
P,WASP-64 b,90868790.7,2.41301E+27,,,,,0.3625377179,,,
P,WASP-64 b,90868790.7,2.31818E+27,,,,,0.3603498845,,,
P,WASP-72 b,90824144,2.93529E+27,,,,,0.3733202614,,,
P,WASP-52 b,90824144,8.7334E+26,,,,,0.3071662635,,,
P,HD 209458 b,90824144,1.19603E+27,,,,,0.3243259305,,,
P,WASP-75 b,90792253.5,2.03138E+27,,,,,0.3532972422,,,
P,WASP-75 b,90792253.5,2.03719E+27,,,,,0.3534529411,,,
P,WASP-72 b,90792253.5,2.74536E+27,,,,,0.3697343908,,,
P,WASP-72 b,90792253.5,2.93541E+27,,,,,0.3733872063,,,
P,WASP-52 b,90792253.5,8.71452E+26,,,,,0.3071115519,,,
P,WASP-39 b,90792253.5,5.31585E+26,,,,,0.2801361899,,,
P,WASP-39 b,90792253.5,5.31605E+26,,,,,0.2801382749,,,
P,WASP-39 b,90792253.5,5.22112E+26,,,,,0.2791549513,,,
P,Kepler-40 b,90792253.5,4.02501E+27,,,,,0.3906148317,,,
P,HAT-P-4 b,90792253.5,1.29104E+27,,,,,0.3285610594,,,
P,WASP-18 b,90581776.2,1.91947E+28,,,,,0.4763040878,,,
P,NGTS-23 b,90581776.2,1.16383E+27,,,,,0.3233209762,,,
P,GU Psc b,90435079.9,2.1453E+28,,,,,0.4826829821,,,
P,HAT-P-36 b,90364920.8,3.47807E+27,,,,,0.3835155856,,,
P,HAT-P-36 b,90364920.8,3.51239E+27,,,,,0.384051606,,,
P,WASP-21 b,90294761.7,5.60084E+26,,,,,0.2839709136,,,
P,OGLE-TR-211 b,90224602.6,1.42394E+27,,,,,0.3350496371,,,
P,OGLE-TR-211 b,90224602.6,1.29104E+27,,,,,0.3297007229,,,
P,TrES-2 b,90154443.5,2.37893E+27,,,,,0.3632101507,,,
P,WASP-165 b,90077906.3,1.24927E+27,,,,,0.3282009731,,,
P,HATS-25 b,90077906.3,1.16384E+27,,,,,0.3243333558,,,
P,CoRoT-26 b,90077906.3,1.10118E+27,,,,,0.3213121573,,,
P,HD 189733 b,90058772,2.18329E+27,,,,,0.358719672,,,
P,HAT-P-5 b,90058772,2.01245E+27,,,,,0.3542709621,,,
P,CoRoT-26 b,90058772,9.87197E+26,,,,,0.3153848775,,,
P,CoRoT-5 b,89797269.9,8.71452E+26,,,,,0.3091015175,,,
P,TOI-150.01,89720732.7,4.76546E+27,,,,,0.4020345526,,,
P,Qatar-2 b,89650573.6,4.73488E+27,,,,,0.4018283848,,,
P,Qatar-2 b,89650573.6,4.68952E+27,,,,,0.4013025909,,,
P,HAT-P-5 b,89650573.6,2.0125E+27,,,,,0.3551047115,,,
P,HAT-P-5 b,89650573.6,1.93656E+27,,,,,0.353004041,,,
P,CoRoT-13 b,89510255.4,2.49095E+27,,,,,0.3670403109,,,
P,HATS-55 b,89433718.2,1.7486E+27,,,,,0.3478711864,,,
P,HATS-29 b,89433718.2,1.23978E+27,,,,,0.3290890164,,,
P,CoRoT-18 b,89433718.2,6.20839E+27,,,,,0.4170767493,,,
P,XO-4 b,89363559.1,2.696E+27,,,,,0.371662653,,,
P,WASP-28 b,89363559.1,1.75999E+27,,,,,0.3483693725,,,
P,WASP-185 b,89363559.1,1.86062E+27,,,,,0.3514062049,,,
P,Ross 458 c,89363559.1,1.13915E+28,,,,,0.4503760571,,,
P,OGLE-TR-56 b,89363559.1,2.35425E+27,,,,,0.3642591224,,,
P,OGLE-TR-132 b,89363559.1,2.22135E+27,,,,,0.3610852683,,,
P,OGLE-TR-10 b,89363559.1,1.17707E+27,,,,,0.3263968567,,,
P,OGLE-TR-10 b,89363559.1,2.14541E+27,,,,,0.3591852415,,,
P,Kepler-76 b,89363559.1,3.79718E+27,,,,,0.390369564,,,
P,HD 206893 b,89363559.1,5.31602E+28,,,,,0.5345152979,,,
P,Kepler-76 b,89357181,3.797E+27,,,,,0.3903802036,,,
P,HATS-32 b,89293400,1.7467E+27,,,,,0.348098987,,,
P,XO-3 b,89223240.9,2.24603E+28,,,,,0.4877559791,,,
P,WASP-25 b,89153081.8,1.13536E+27,,,,,0.3248541161,,,
P,TrES-2 b,89153081.8,2.27261E+27,,,,,0.3627645308,,,
P,TOI-1937 A b,89153081.8,3.81615E+27,,,,,0.3910784768,,,
P,OGLE-TR-56 b,89082922.7,2.24034E+27,,,,,0.362127734,,,
P,TrES-2 b,89006385.5,2.73397E+27,,,,,0.3731644547,,,
P,HAT-P-44 b,88795908.2,6.68273E+26,,,,,0.2966242613,,,
P,HAT-P-24 b,88795908.2,1.30048E+27,,,,,0.3330025444,,,
P,HAT-P-24 b,88795908.2,1.37268E+27,,,,,0.335954937,,,
P,HAT-P-1 b,88795908.2,9.96759E+26,,,,,0.318469768,,,
P,HAT-P-1 b,88795908.2,1.01005E+27,,,,,0.3191934777,,,
P,WASP-68 b,88655590,1.80361E+27,,,,,0.3511623831,,,
P,Kepler-44 b,88655590,1.93646E+27,,,,,0.3550460891,,,
P,Kepler-39 b,88655590,3.816E+28,,,,,0.517935716,,,
P,WASP-85 A b,88649211.9,2.40172E+27,,,,,0.3668253105,,,
P,WASP-68 b,88649211.9,1.81695E+27,,,,,0.3515782616,,,
P,WASP-61 b,88649211.9,3.89211E+27,,,,,0.3932057726,,,
P,WASP-61 b,88649211.9,3.91093E+27,,,,,0.3934693614,,,
P,WASP-180 A b,88649211.9,1.70873E+27,,,,,0.3482226351,,,
P,WASP-18 b,88649211.9,1.93655E+28,,,,,0.480884766,,,
P,WASP-14 b,88649211.9,1.44103E+28,,,,,0.4647346063,,,
P,WASP-124 b,88649211.9,1.13915E+27,,,,,0.3260663112,,,
P,TrES-2 b,88649211.9,2.43019E+27,,,,,0.3674694541,,,
P,OGLE-TR-10 b,88649211.9,1.0822E+27,,,,,0.3232634292,,,
P,NGTS-17 b,88649211.9,1.45051E+27,,,,,0.3392701636,,,
P,Kepler-39 b,88649211.9,3.81616E+28,,,,,0.5179519671,,,
P,TOI-1601 b,88579052.8,1.8796E+27,,,,,0.353575874,,,
P,WASP-110 b,88508893.7,9.68276E+26,,,,,0.3174724853,,,
P,HATS-36 b,88292038.3,6.10586E+27,,,,,0.418566155,,,
P,HATS-68 b,88075182.9,2.44918E+27,,,,,0.3690906882,,,
P,TOI-1296 b,88005023.8,5.65777E+26,,,,,0.2891348698,,,
P,HAT-P-37 b,88005023.8,2.25932E+27,,,,,0.3648265166,,,
P,Kepler-427 b,87953999,5.50587E+26,,,,,0.2877513594,,,
P,WASP-95 b,87934864.7,2.73397E+27,,,,,0.3753979272,,,
P,WASP-77 A b,87934864.7,3.16493E+27,,,,,0.3834001475,,,
P,WASP-6 b,87934864.7,9.20816E+26,,,,,0.3159050811,,,
P,WASP-38 b,87934864.7,6.53115E+27,,,,,0.4230047098,,,
P,WASP-22 b,87934864.7,1.27205E+27,,,,,0.3335700129,,,
P,WASP-192 b,87934864.7,4.36676E+27,,,,,0.4009972751,,,
P,Kepler-427 b,87934864.7,5.54388E+26,,,,,0.2881666095,,,
P,KOI-12 b,87934864.7,2.08845E+27,,,,,0.3606739298,,,
P,HATS-33 b,87934864.7,2.26312E+27,,,,,0.3650650253,,,
P,TrES-2 b,87864705.6,2.37893E+27,,,,,0.3679403804,,,
P,OGLE-TR-132 b,87864705.6,2.22135E+27,,,,,0.3641934135,,,
P,Gaia-1 b,87864705.6,3.18961E+27,,,,,0.3839724808,,,
P,WASP-60 b,87577691.1,1.06321E+27,,,,,0.3245054495,,,
P,HAT-P-1 b,87577691.1,9.94819E+26,,,,,0.3208699226,,,
P,WASP-6 b,87507532,9.55776E+26,,,,,0.318826079,,,
P,WASP-6 b,87507532,9.17019E+26,,,,,0.3165624349,,,
P,TrES-2 b,87507532,2.27831E+27,,,,,0.3663272113,,,
P,TrES-2 b,87507532,2.30109E+27,,,,,0.3668713248,,,
P,HAT-P-23 b,87507532,3.93063E+27,,,,,0.3961494733,,,
P,WASP-52 b,87437372.9,8.73351E+26,,,,,0.3140397972,,,
P,TrES-2 b,87360835.7,2.27451E+27,,,,,0.3665448661,,,
P,WASP-14 b,87290676.6,1.47331E+28,,,,,0.4688723874,,,
P,Kepler-39 b,87252408,3.41732E+28,,,,,0.5149702883,,,
P,WASP-6 b,87220517.5,9.49295E+26,,,,,0.3190502595,,,
P,WASP-50 b,87220517.5,3.13267E+27,,,,,0.3843491943,,,
P,WASP-34 b,87220517.5,1.12011E+27,,,,,0.3280998745,,,
P,WASP-34 b,87220517.5,1.10688E+27,,,,,0.3274499263,,,
P,WASP-25 b,87220517.5,1.10114E+27,,,,,0.3271655661,,,
P,WASP-25 b,87220517.5,1.08979E+27,,,,,0.3265990275,,,
P,WASP-25 b,87220517.5,1.10118E+27,,,,,0.3271677617,,,
P,WASP-16 b,87220517.5,2.35425E+27,,,,,0.368725442,,,
P,WASP-131 b,87220517.5,5.12619E+26,,,,,0.2853493287,,,
P,WASP-13 b,87220517.5,6.83492E+26,,,,,0.30108346,,,
P,VHS J125601.92-125723.9 b,87220517.5,3.03773E+28,,,,,0.5086007046,,,
P,TrES-2 b,87220517.5,2.27451E+27,,,,,0.3668408449,,,
P,TrES-2 b,87220517.5,2.27451E+27,,,,,0.3668408449,,,
P,OGLE-TR-10 b,87220517.5,1.15814E+27,,,,,0.3299259651,,,
P,WASP-28 b,87150358.4,1.68784E+27,,,,,0.3506725529,,,
P,Kepler-43 b,87150358.4,6.13244E+27,,,,,0.421237282,,,
P,HAT-P-14 b,87150358.4,4.3117E+27,,,,,0.4019702541,,,
P,WASP-16 b,87080199.3,1.57963E+27,,,,,0.3471959042,,,
P,XO-3 b,87003662.1,2.22135E+28,,,,,0.4919575811,,,
P,XO-3 b,87003662.1,2.23834E+28,,,,,0.492374469,,,
P,TOI-2570 b,87003662.1,1.55684E+27,,,,,0.3465619346,,,
P,HAT-P-1 b,87003662.1,9.94861E+26,,,,,0.3220667569,,,
P,WASP-26 b,86933503,1.93656E+27,,,,,0.3586489378,,,
P,HD 189733 b,86933503,2.20607E+27,,,,,0.3657765914,,,
P,NGTS-24 b,86793184.8,9.87261E+26,,,,,0.3220874643,,,
P,WASP-28 b,86723025.7,1.72195E+27,,,,,0.3526683346,,,
P,WASP-28 b,86723025.7,1.72012E+27,,,,,0.3526102231,,,
P,HATS-13 b,86646488.5,1.03093E+27,,,,,0.3247631926,,,
P,HATS-13 b,86646488.5,1.12396E+27,,,,,0.3294902087,,,
P,HAT-P-28 b,86646488.5,1.18847E+27,,,,,0.3325432017,,,
